Figure_3_star_formation_history_surface_density[28]
lookback_myr,sfr_surface_density_msun_per_myr_per_kpc2,sfr_surface_density_uncertainty_msun_per_myr_per_kpc2
22.1,363.83897451826800,148.1369712925060
22.200000000000000,348.39760254795300,153.02632424740600
22.3,337.85721573999700,159.59086290137500
22.400000000000000,332.28175091053000,173.20086982144400
22.5,479.1708083087720,180.27797600991700
22.6,536.6759730580350,194.47945666970000
22.700000000000000,563.3201455393560,210.49620157003400
22.8,583.5242621525020,221.8672632644070
22.900000000000000,609.3291527521940,244.49765512339100
23.0,642.1416308971400,258.390190607001
23.1,673.8257866455080,271.04108775911700
23.200000000000000,704.7585670294480,293.845728516966
23.3,732.4714891002210,308.7638438694360
23.400000000000000,754.7717013640810,313.1764674847920
23.5,770.0370761414110,332.77115559488000
23.6,968.9726517101240,337.4553129484420
23.700000000000000,971.0894786220020,352.5333845639380
23.8,1244.710673310880,357.3319672955850
23.900000000000000,1426.821866288120,362.9057734968840
24.0,1403.2460997807200,370.43333590970200
24.1,1439.6453207537500,364.62133629495900
24.200000000000000,1401.377857482680,353.3224441438220
24.3,1366.9677967996800,331.0999934257850
24.400000000000000,1338.176121962800,321.8827260140660
24.5,1315.5335723853200,300.3074469929920
24.6,1298.5522459669500,279.9430563282320
24.700000000000000,1286.0664657337600,266.1738611769220
24.8,1276.6393161468200,251.99175022376200
24.900000000000000,1342.649899796740,244.651851130738
25.0,1333.6287349282100,222.06637136351900
25.1,1320.4921051880500,223.1058415478260
25.200000000000000,1232.4711596119600,213.75922062119800
25.3,1267.1241581678600,218.8585413756000
25.400000000000000,1201.9610295405100,219.21326001796400
25.5,1112.6608500162100,222.65430932760100
25.6,1077.9948635092800,224.38893056894300
25.700000000000000,1033.4787797434700,225.18254830389500
25.8,963.2553116090930,238.31551589131700
25.900000000000000,890.2608670158490,257.09468295895000
26.0,805.8944731158410,287.954063634504
26.1,803.13161626318,346.02134459374400
26.200000000000000,812.7406667519310,388.7860948380250
26.3,836.5439759109200,466.2148733991040
26.400000000000000,980.2295440842940,542.8112973301480
26.5,1053.1093970744900,617.9670830692390
26.6,1136.0879689755700,689.9651868095610
26.700000000000000,1243.1174700622800,745.762171472121
26.8,1462.5858987577900,776.8127977544890
26.900000000000000,1632.2781826208000,780.8728049278310
27.0,1819.086833351040,800.3747342591380
27.1,1996.5319966616000,794.7074405884520
27.200000000000000,2188.769706460350,768.3741253794510
27.3,2367.7375392340800,727.6149427950770
27.400000000000000,2378.6806508324200,740.59704996853
27.5,2299.681434971500,697.0206295714650
27.6,2131.60953345639,628.6441528008900
27.700000000000000,1713.4450023573700,625.3603307220490
27.8,1718.5003497435500,613.9706298411670
27.900000000000000,1698.2043121979500,581.2671942233160
28.0,1656.3260290682300,570.3911860173860
28.1,1598.3148527734600,569.4789497445580
28.200000000000000,1530.5881935207200,562.7307943403420
28.3,1459.7426259680900,573.3168164997830
28.400000000000000,1391.8168193638900,573.3825076616920
28.5,1331.7128185216100,536.3455366514300
28.6,1282.841426893430,514.3483475928100
28.700000000000000,1247.0096172790800,484.3700363077780
28.8,1224.5248114551400,458.3154508102960
28.900000000000000,1214.4612025489500,419.99167894027500
29.0,1215.0208311369800,382.6541128623760
